timestamp,ax,ay,az,gx,gy,gz
133716, 0.320190, 0.850586, -0.432373, 0.305176, 0.183106, 0.366211
133736, 0.316895, 0.853027, -0.441650, -0.122070, -0.305176, 0.915528
133756, 0.312744, 0.852539, -0.435669, -0.427246, 0.366211, 1.098633
133776, 0.315063, 0.853516, -0.434448, -0.427246, 1.586915, 1.708985
133796, 0.330444, 0.853760, -0.435303, -0.488281, 0.366211, 1.708985
133816, 0.327026, 0.853882, -0.426025, -0.244141, -0.305176, 1.098633
133836, 0.325073, 0.851074, -0.437744, 0.061035, 0.183106, 0.793457
133856, 0.319946, 0.850708, -0.439575, -0.854492, -0.305176, 0.976563
133876, 0.325928, 0.854370, -0.433105, -0.915528, 0.122070, 1.281738
133896, 0.338623, 0.851440, -0.432007, -1.098633, -0.488281, 0.488281
133916, 0.325928, 0.856201, -0.420654, -0.488281, -1.159668, -0.305176
133936, 0.327515, 0.854492, -0.427002, 0.183106, -1.098633, -0.549316
133956, 0.330566, 0.852173, -0.433105, 0.183106, -1.770020, -0.915528
133976, 0.322144, 0.852417, -0.439941, -0.427246, -2.380371, -0.976563
133996, 0.320313, 0.852905, -0.437378, -0.976563, -2.563477, -0.671387
134016, 0.312256, 0.855591, -0.430298, -1.220703, -1.647950, -0.366211
134036, 0.317749, 0.858276, -0.419922, -0.610352, -0.732422, 0.122070
134056, 0.324463, 0.857178, -0.422974, 0.061035, -1.037598, 0.122070
134076, 0.319092, 0.856567, -0.424072, 0.610352, -0.854492, 0.183106
134096, 0.320557, 0.854370, -0.440430, 0.732422, -0.061035, 0.366211
134116, 0.327026, 0.849365, -0.449951, -0.671387, -0.915528, 0.305176
134136, 0.320190, 0.852173, -0.442505, -2.258301, -1.220703, 0.244141
134156, 0.313965, 0.859253, -0.420654, -2.197266, 0.000000, 0.610352
134176, 0.321655, 0.860474, -0.411133, -0.915528, 0.854492, 0.976563
134196, 0.342163, 0.856567, -0.421021, 0.000000, 0.000000, 0.366211
134216, 0.336548, 0.854614, -0.427246, 0.061035, -1.464844, -1.037598
134236, 0.311523, 0.856201, -0.429810, -0.122070, -1.037598, -0.915528
134256, 0.314697, 0.854736, -0.434326, -0.427246, -0.061035, 0.061035
134276, 0.322876, 0.853882, -0.435181, -1.281738, -0.549316, 0.427246
134296, 0.309570, 0.861206, -0.415527, -1.159668, -0.061035, 1.403809
134316, 0.317139, 0.859619, -0.413452, 0.061035, 1.464844, 2.014160
134336, 0.331299, 0.855347, -0.430664, 0.122070, 1.831055, 2.014160
134356, 0.339111, 0.853882, -0.423462, -0.427246, -0.122070, 1.342773
134376, 0.319214, 0.860229, -0.420288, 0.000000, 0.671387, 1.098633
134396, 0.313110, 0.855347, -0.424805, 0.000000, 1.647950, 1.892090
134416, 0.322144, 0.855591, -0.428833, -0.183106, 2.441406, 2.868653
134436, 0.337524, 0.854126, -0.424072, -0.732422, 1.892090, 2.807618
134456, 0.344116, 0.855225, -0.422485, -0.793457, 0.793457, 2.075195
134476, 0.340454, 0.855225, -0.417603, -0.610352, 0.244141, 1.159668
134496, 0.340454, 0.854492, -0.418335, -0.549316, -0.854492, 0.549316
134516, 0.333130, 0.854248, -0.424072, -0.366211, -0.183106, 0.244141
134536, 0.338989, 0.852173, -0.437134, -1.586915, -0.183106, -0.061035
134556, 0.331543, 0.855347, -0.416748, -2.136230, -0.793457, -0.122070
134576, 0.333740, 0.859619, -0.412354, -2.075195, -2.319336, 0.427246
134596, 0.322388, 0.863647, -0.393433, -0.366211, -1.647950, 0.488281
134616, 0.321899, 0.860229, -0.408936, 1.220703, 0.183106, 1.220703
134636, 0.319824, 0.859619, -0.408813, 1.647950, 0.427246, 2.136230
134656, 0.325562, 0.859375, -0.408936, 2.746582, -0.183106, 3.479005
134676, 0.310669, 0.867065, -0.383423, 4.089355, -0.427246, 4.821777
134696, 0.289429, 0.868652, -0.373291, 8.422852, 1.464844, 8.300781
134716, 0.301514, 0.864990, -0.373413, 12.023930, 2.807618, 11.779789
134736, 0.300537, 0.896362, -0.358032, 17.578125, 1.525879, 15.563969
134756, 0.402832, 0.876221, -0.577148, -2.014160, 9.765625, 5.554201
134776, 0.382690, 0.921509, -0.415649, -20.385742, -5.493164, -4.882813
134796, 0.311279, 0.930908, -0.375610, -29.846199, -11.779789, -13.000492
134816, 0.302002, 0.945801, -0.355103, -35.949707, -11.535648, -20.629883
134836, 0.282837, 0.923950, -0.267578, -36.743164, -13.427738, -26.245125
134856, 0.239624, 0.935059, -0.309204, -24.414070, -7.995607, -25.451668
134876, 0.296021, 0.893555, -0.421021, -35.095215, -7.995607, -31.005867
134896, 0.237793, 0.924438, -0.243164, -31.005867, -11.474613, -30.700691
134916, 0.191772, 0.914063, -0.279541, -17.822266, -8.789063, -22.827156
134936, 0.196167, 0.904419, -0.325317, -13.061527, -1.770020, -12.390141
134956, 0.234985, 0.915283, -0.317017, -13.793949, 2.319336, -11.230473
134976, 0.232422, 0.904785, -0.300537, -5.615236, 1.220703, -5.126953
134996, 0.263672, 0.896118, -0.366211, -0.854492, 4.089355, -2.807618
135016, 0.306519, 0.858398, -0.447021, 0.244141, 9.399414, -1.220703
135036, 0.368896, 0.832642, -0.459595, -1.159668, 10.192871, 1.953125
135056, 0.473022, 0.806030, -0.512817, -3.967286, 3.051759, 1.098633
135076, 0.496094, 0.808350, -0.493042, -6.103518, -0.427246, -3.845216
135096, 0.486084, 0.795288, -0.498779, -2.014160, 2.136230, -9.155273
135116, 0.493896, 0.824585, -0.627563, -10.009766, 4.638672, -18.127441
135136, 0.454712, 0.829102, -0.654175, -38.635254, 9.826660, -36.560059
135156, 0.333862, 0.929321, -0.055054, -15.441898, -20.080566, -25.573738
135176, 0.195190, 1.035034, 0.145996, 52.307144, -24.780281, 3.845216
135196, 0.158325, 1.013428, -0.311646, 90.148956, -12.817387, 26.672371
135216, 0.231934, 0.784546, -0.710938, 74.096680, 5.676271, 29.418953
135236, 0.269043, 0.747070, -0.580444, 36.071777, -14.526371, 16.662598
135256, 0.169067, 0.797852, -0.478271, 32.348633, -27.832039, 11.108402
135276, 0.065552, 0.860229, -0.485596, 30.761726, -14.465336, 4.333496
135296, 0.020996, 0.884033, -0.462646, 26.733406, 7.141115, 1.464844
135316, 0.058716, 0.872192, -0.446899, 23.559578, 22.766121, -2.197266
135336, 0.119751, 0.797241, -0.476807, 12.268070, 31.250008, -8.239746
135356, 0.143311, 0.793213, -0.503784, -8.483887, 39.550781, -9.765625
135376, 0.160889, 0.841797, -0.379150, -27.221687, 47.546402, -3.173829
135396, 0.175049, 1.251465, -0.310547, -28.686531, 59.875504, 30.822762
135416, 0.449951, 0.930786, -0.096069, -21.667480, 53.833023, 41.442871
135436, 0.703735, 0.935425, -0.103882, -7.446291, 18.249512, 24.841316
135456, 0.743408, 0.934448, -0.037964, 19.653320, -18.859863, 0.366211
135476, 0.731934, 0.876099, -0.235840, 39.794922, -58.532730, -24.841316
135496, 0.388550, 0.769775, -0.656006, 11.779789, -39.123535, -31.555183
135516, 0.389771, 0.813843, -0.418457, -24.597176, -37.597656, -12.329105
135536, 0.319824, 0.851929, -0.301147, -29.724129, -33.752441, 9.704590
135556, 0.332153, 0.831299, -0.378052, -40.344238, -21.728516, 34.057617
135576, 0.389038, 0.852661, -0.263550, -40.771484, -12.817387, 45.532242
135596, 0.475708, 0.911255, -0.227417, -33.081055, -23.010262, 51.147476
135616, 0.505127, 0.910278, -0.313843, -17.089844, -60.485855, 15.808109
135636, 0.356201, 0.907104, -0.344116, -5.737307, -69.030762, -1.403809
135656, 0.256714, 0.908936, -0.479492, -2.685547, -72.387695, -14.282230
135676, 0.040405, 0.895020, -0.526123, -2.502441, -73.852539, -21.545410
135696, -0.060181, 0.909668, -0.537354, 3.173829, -61.462418, -27.465828
135716, -0.158203, 0.875000, -0.593994, 4.333496, -30.883797, -22.949226
135736, -0.182617, 0.871338, -0.603638, 5.798342, -4.455566, -14.770512
135756, -0.077637, 0.854248, -0.596436, -10.009766, 24.719246, 13.671879
135776, 0.105957, 0.868408, -0.477173, -18.249512, 39.672852, 27.221687
135796, 0.210083, 0.889771, -0.351318, -20.019531, 45.288101, 36.804199
135816, 0.470703, 0.899170, -0.251953, -7.751467, 34.973145, 32.226563
135836, 0.570923, 0.886963, -0.274536, 0.366211, 14.709476, 18.981934
135856, 0.552124, 0.890381, -0.271118, 7.629396, -4.638672, 2.563477
135876, 0.394409, 0.882568, -0.334961, 14.282230, -13.488773, -7.324221
135896, 0.302856, 0.864746, -0.422363, 13.305668, -11.840824, -7.873537
135916, 0.289795, 0.863281, -0.430298, 10.070801, -7.751467, -6.408693
135936, 0.277588, 0.857422, -0.455444, 6.225588, -4.272461, -4.150391
135956, 0.278687, 0.855835, -0.447632, 1.037598, -1.098633, -0.915528
135976, 0.266357, 0.869141, -0.442505, -2.685547, -0.122070, 2.624512
135996, 0.309448, 0.882690, -0.364502, -3.295899, 4.577637, 4.333496
136016, 0.332764, 0.881836, -0.351807, 0.000000, 4.333496, 4.272461
136036, 0.337036, 0.877075, -0.368408, 2.502441, 3.051759, 3.601075
136056, 0.354492, 0.873291, -0.376831, 3.723145, -0.061035, 2.746582
136076, 0.331177, 0.866821, -0.401489, 3.906251, -1.586915, 1.586915
136096, 0.322144, 0.865234, -0.411011, 2.746582, -1.159668, 1.770020
136116, 0.311157, 0.866821, -0.410645, 1.342773, 0.244141, 2.502441
136136, 0.318848, 0.867065, -0.401733, 0.671387, 0.732422, 3.417970
136156, 0.336914, 0.864624, -0.405518, -0.183106, 1.647950, 3.540040
136176, 0.344238, 0.865234, -0.402832, -1.037598, 0.671387, 2.685547
136196, 0.340454, 0.867188, -0.392334, -1.831055, -1.098633, 1.647950
136216, 0.327148, 0.872925, -0.377197, -0.854492, 0.122070, 1.403809
136236, 0.334351, 0.866577, -0.395264, -0.122070, 1.403809, 1.525879
136256, 0.343262, 0.865601, -0.396240, -0.915528, 0.793457, 1.220703
136276, 0.337036, 0.868164, -0.387329, -0.732422, -0.488281, 1.098633
136296, 0.336914, 0.866211, -0.394409, -0.915528, -0.793457, 1.220703
136316, 0.333130, 0.868042, -0.391846, -1.098633, -1.525879, 1.342773
136336, 0.334473, 0.868408, -0.390381, -1.220703, 0.488281, 1.586915
