timestamp,ax,ay,az,gx,gy,gz
735480, 0.543579, 0.426514, -0.788086, 38.757324, 28.198250, 59.082047
735500, 0.542114, 0.359619, -0.783691, 34.973145, 32.348633, 61.157242
735520, 0.598755, 0.346680, -0.809448, 31.005867, 27.282722, 58.410660
735540, 0.625000, 0.348022, -0.804199, 29.724129, 23.742683, 49.133316
735560, 0.572632, 0.302246, -0.762451, 30.639656, 15.563969, 43.884277
735580, 0.560669, 0.246338, -0.753174, 25.146492, 14.831547, 33.874512
735600, 0.507446, 0.246216, -0.696411, 22.399910, 13.122562, 28.564461
735620, 0.537720, 0.258057, -0.663452, 17.883301, 23.254402, 19.470215
735640, 0.579468, 0.235840, -0.641235, 15.563969, 26.611336, 10.925293
735660, 0.632690, 0.199829, -0.625610, 12.390141, 18.493652, 2.746582
735680, 0.655273, 0.189331, -0.613892, 8.728027, 8.850098, -4.272461
735700, 0.674805, 0.175049, -0.621948, 4.821777, -0.671387, -8.361816
735720, 0.688477, 0.254761, -0.582275, 1.037598, -2.502441, -7.141115
735740, 0.765625, 0.223755, -0.598389, -0.671387, 8.056641, -10.437012
735760, 0.820923, 0.217896, -0.614014, -3.845216, 6.713869, -19.897461
735780, 0.826904, 0.250000, -0.637451, -5.004883, -6.408693, -27.648933
735800, 0.777710, 0.320435, -0.668457, -4.699707, -17.395020, -27.160652
735820, 0.734619, 0.341187, -0.710083, -4.333496, -18.371582, -17.639160
735840, 0.712646, 0.354492, -0.737061, -5.859377, -18.066406, -11.657719
735860, 0.666992, 0.363892, -0.752441, -5.676271, -15.991215, -6.713869
735880, 0.644409, 0.347168, -0.755615, -3.234864, -18.249512, -5.493164
735900, 0.537842, 0.309692, -0.758301, -1.953125, -16.052246, -5.981447
735920, 0.525757, 0.299194, -0.755493, -3.601075, -3.845216, -5.981447
735940, 0.580688, 0.315186, -0.756714, -3.967286, 4.394531, -6.347658
735960, 0.623291, 0.317139, -0.739746, -2.685547, 5.737307, -6.835939
735980, 0.633179, 0.312378, -0.722534, -2.380371, 5.493164, -8.178711
736000, 0.642578, 0.321289, -0.710938, -2.990724, 4.394531, -8.789063
736020, 0.657471, 0.346313, -0.707764, -2.441406, 2.258301, -7.446291
736040, 0.659668, 0.343750, -0.710083, -1.342773, -0.366211, -5.859377
736060, 0.647583, 0.331909, -0.708130, -1.342773, -1.953125, -4.638672
736080, 0.634766, 0.316650, -0.700928, -1.831055, -2.746582, -5.004883
736100, 0.623291, 0.332153, -0.712891, -2.929688, -4.821777, -8.239746
736120, 0.619385, 0.351563, -0.730469, -2.075195, -4.394531, -6.347658
736140, 0.616943, 0.365479, -0.732300, -1.892090, -3.173829, -4.943848
736160, 0.608643, 0.358521, -0.726318, -0.488281, -2.136230, -3.723145
736180, 0.608887, 0.337402, -0.723999, -0.671387, -1.831055, -3.967286
736200, 0.601074, 0.310303, -0.714111, -2.075195, -0.549316, -6.164553
736220, 0.605469, 0.286987, -0.708862, -4.516602, 0.244141, -11.474613
736240, 0.610962, 0.258423, -0.701172, -9.582520, -3.906251, -22.460945
736260, 0.578735, 0.231934, -0.698853, -17.578125, -10.131836, -33.081055
736280, 0.541748, 0.349609, -0.717896, -27.221687, -8.300781, -41.870117
736300, 0.547607, 0.407715, -0.734497, -28.015144, 5.004883, -37.414551
736320, 0.603638, 0.443848, -0.711914, -26.000984, 10.070801, -35.949707
736340, 0.605591, 0.476318, -0.694946, -21.057129, 4.028320, -37.048340
736360, 0.585205, 0.492310, -0.711182, -15.136723, 2.563477, -38.269043
736380, 0.568604, 0.483398, -0.694214, -10.192871, 2.258301, -38.024902
736400, 0.552002, 0.450317, -0.679688, -9.887695, 6.286623, -34.301758
736420, 0.542725, 0.499023, -0.696899, -8.972168, 7.385256, -33.691406
736440, 0.547974, 0.545532, -0.719116, -7.019045, 10.437012, -26.733406
736460, 0.569702, 0.560059, -0.685303, -4.333496, 5.554201, -23.437508
736480, 0.557983, 0.515381, -0.682129, -9.521484, -8.056641, -22.949226
736500, 0.530273, 0.547852, -0.651367, -8.605957, -3.601075, -14.892582
736520, 0.520142, 0.574463, -0.625122, -4.028320, 10.498047, -3.906251
736540, 0.638306, 0.579468, -0.633545, -0.915528, 21.118164, 2.868653
736560, 0.678955, 0.526733, -0.650024, 2.258301, -0.610352, -1.281738
736580, 0.636841, 0.518188, -0.647217, 2.319336, -27.404793, -3.173829
736600, 0.589111, 0.529419, -0.659790, 3.967286, -40.222168, -5.371094
736620, 0.557007, 0.521484, -0.710571, 2.380371, -47.363297, -5.126953
736640, 0.543335, 0.529663, -0.739136, -13.244633, -52.246109, 1.770020
736660, 0.521973, 0.519165, -0.655762, -28.991707, -35.400391, 18.432617
736680, 0.574707, 0.530518, -0.612183, -32.287598, -25.024422, 25.695808
736700, 0.618286, 0.521851, -0.628906, -28.930672, -25.024422, 23.864754
736720, 0.626221, 0.509399, -0.676758, -28.015144, -37.597656, 18.554688
736740, 0.592773, 0.520752, -0.659790, -28.259285, -55.969254, 18.127441
736760, 0.495728, 0.560425, -0.720337, -24.841316, -74.035645, 13.000492
736780, 0.335693, 0.560669, -0.738892, -19.287109, -67.260742, 9.155273
736800, 0.268311, 0.559448, -0.773682, -11.840824, -49.743668, 4.577637
736820, 0.230103, 0.555542, -0.781860, -6.774904, -31.066902, 3.784181
736840, 0.231567, 0.574219, -0.819092, -3.540040, -12.512211, 4.211426
736860, 0.201294, 0.580322, -0.788696, -3.967286, 30.700691, 8.483887
736880, 0.295166, 0.591919, -0.736450, -1.220703, 78.063965, 14.953617
736900, 0.516602, 0.573486, -0.621826, 16.113281, 100.952179, 12.207035
736920, 0.611450, 0.610718, -0.689697, 48.278824, 62.927261, 2.014160
736940, 0.627197, 0.458008, -0.752197, 54.016129, 32.043457, 0.793457
736960, 0.518311, 0.397217, -0.707031, 51.391617, 14.282230, 3.906251
736980, 0.438965, 0.331299, -0.708130, 39.611816, 24.597176, 10.803223
737000, 0.482544, 0.353394, -0.676147, 22.277840, 42.907715, 12.939457
737020, 0.548706, 0.407593, -0.662476, 6.652834, 48.767105, 9.216309
737041, 0.573242, 0.466797, -0.538818, 13.854984, 7.568361, 23.010262
737061, 0.727173, 0.550781, -0.768555, -5.798342, 33.081055, 5.554201
