timestamp,ax,ay,az,gx,gy,gz
615854, 0.582275, 0.445068, -0.670044, -18.371582, -10.681152, 27.648933
615874, 0.556274, 0.497559, -0.628906, -28.015144, -9.033203, 34.301758
615894, 0.606323, 0.546143, -0.634277, -15.930180, -7.141115, 18.554688
615914, 0.604736, 0.528320, -0.684326, -7.751467, -21.667480, 4.882813
615934, 0.528320, 0.542114, -0.722412, -6.225588, -32.653809, 2.014160
615954, 0.475952, 0.544678, -0.710449, -5.310059, -27.526863, 8.789063
615974, 0.459473, 0.525879, -0.703857, -4.089355, -17.089844, 11.352543
615994, 0.470947, 0.503540, -0.705444, -2.380371, -9.338379, 5.981447
616014, 0.483398, 0.500854, -0.707397, 0.854492, -9.643555, -2.868653
616034, 0.473755, 0.508667, -0.725342, 3.662110, -12.023930, -9.643555
616054, 0.433350, 0.518555, -0.737915, 4.516602, -10.009766, -11.596684
616074, 0.438843, 0.539063, -0.721436, 2.807618, 8.483887, -0.854492
616094, 0.507813, 0.527588, -0.695679, 3.540040, 13.977055, 3.051759
616114, 0.542480, 0.505005, -0.693481, 2.685547, 10.864258, 1.525879
616134, 0.554199, 0.506348, -0.678101, 2.624512, 6.286623, -1.037598
616154, 0.551880, 0.504639, -0.684570, 2.685547, 4.333496, -1.220703
616174, 0.547363, 0.519287, -0.685059, 2.197266, 3.845216, -0.122070
616194, 0.550415, 0.539917, -0.688232, 4.272461, 2.197266, 0.183106
616214, 0.544312, 0.529663, -0.699463, 6.652834, -2.075195, -2.258301
616234, 0.502930, 0.504395, -0.701660, 7.141115, -4.577637, -4.516602
616254, 0.477783, 0.492310, -0.702881, 5.676271, -0.122070, -4.211426
616274, 0.510742, 0.510864, -0.703979, 4.211426, 7.324221, -1.647950
616294, 0.529541, 0.500000, -0.704102, 3.662110, 6.713869, -1.831055
616314, 0.539063, 0.496704, -0.694824, 2.319336, 5.249023, -3.295899
616334, 0.530640, 0.495972, -0.687988, 1.708985, 4.882813, -3.845216
616354, 0.538330, 0.505981, -0.689453, 1.342773, 5.493164, -3.051759
616374, 0.551514, 0.526489, -0.689087, 2.136230, 4.943848, -2.258301
616394, 0.558838, 0.524902, -0.692871, 3.906251, 1.037598, -3.295899
616414, 0.539185, 0.513672, -0.693726, 4.333496, -1.770020, -5.065918
616434, 0.511963, 0.517944, -0.700195, 5.615236, -2.563477, -6.591799
616454, 0.509766, 0.488647, -0.702759, 4.150391, 1.098633, -6.469728
616474, 0.514648, 0.505005, -0.697144, 3.051759, 1.586915, -6.713869
616494, 0.522583, 0.518433, -0.707397, 4.211426, 0.915528, -8.544922
616514, 0.525513, 0.517090, -0.705322, 5.371094, -1.159668, -11.108402
616534, 0.509033, 0.494141, -0.702271, 4.333496, -0.671387, -10.498047
616554, 0.492676, 0.499634, -0.693970, 2.075195, 3.112794, -7.080080
616574, 0.533081, 0.517700, -0.689209, 4.394531, 5.554201, -7.995607
616594, 0.537842, 0.496338, -0.699585, 5.249023, 1.342773, -11.779789
616614, 0.517090, 0.485474, -0.699585, 2.197266, 0.000000, -12.817387
616634, 0.491821, 0.488770, -0.690186, -1.586915, 3.479005, -11.901859
616654, 0.528687, 0.543213, -0.698242, -0.732422, 7.507326, -10.192871
616674, 0.545776, 0.533691, -0.704712, -0.610352, 2.502441, -10.375977
616694, 0.532349, 0.516113, -0.696167, -2.807618, -5.737307, -11.047363
616714, 0.504150, 0.520020, -0.690796, -3.967286, -8.117676, -12.329105
616734, 0.489990, 0.521851, -0.689331, -5.126953, -3.295899, -12.207035
616754, 0.491577, 0.518677, -0.689331, -6.469728, -0.732422, -13.305668
616774, 0.456787, 0.539795, -0.663208, -4.394531, 8.300781, -5.249023
616794, 0.556274, 0.569214, -0.672363, -4.028320, 17.822266, -0.488281
616814, 0.585327, 0.560547, -0.667358, -1.098633, 7.568361, -2.563477
616834, 0.564575, 0.553101, -0.676147, -0.732422, -18.066406, -6.103518
616854, 0.506592, 0.557129, -0.686768, 0.061035, -24.597176, -6.591799
616874, 0.491089, 0.550781, -0.698364, 0.183106, -23.986824, -5.554201
616894, 0.546753, 0.550659, -0.698242, -0.244141, -33.691406, -5.920412
616914, 0.495605, 0.519653, -0.736450, -5.676271, -49.377457, -3.295899
616934, 0.434326, 0.526001, -0.663818, -18.981934, -30.029305, 18.737793
616954, 0.502808, 0.547485, -0.642578, -22.705086, -10.681152, 30.517586
616974, 0.531738, 0.539185, -0.618896, -26.123055, 1.647950, 42.175293
616994, 0.635742, 0.587891, -0.672974, -28.198250, -5.615236, 40.039063
617014, 0.599854, 0.587036, -0.693481, -21.484375, -35.400391, 14.099125
617034, 0.392090, 0.559692, -0.715210, -15.686039, -47.302261, 10.498047
617054, 0.355835, 0.568359, -0.746826, -13.122562, -40.405273, 9.033203
617074, 0.298462, 0.556519, -0.761963, -11.474613, -30.761726, 9.765625
617094, 0.300903, 0.578003, -0.748657, -9.521484, -15.502934, 12.390141
617114, 0.336182, 0.580322, -0.764038, -5.798342, -3.845216, 8.300781
617134, 0.381470, 0.583496, -0.755859, -4.150391, -0.854492, 4.211426
617154, 0.400757, 0.576172, -0.713745, -4.455566, 5.004883, 6.774904
617174, 0.437622, 0.581177, -0.697021, -2.990724, 12.146000, 7.995607
617194, 0.444580, 0.600952, -0.693481, 0.244141, 22.827156, 7.019045
617214, 0.565063, 0.596313, -0.639526, 28.442390, 20.263672, -5.432129
617234, 0.515991, 0.626099, -0.774292, 46.569839, -7.446291, -24.169930
617254, 0.430542, 0.558594, -0.742310, 59.814468, -9.216309, -15.869144
617274, 0.279175, 0.442627, -0.780151, 56.030289, 9.338379, -1.464844
617294, 0.254272, 0.401855, -0.714355, 44.677750, 47.363297, 21.179199
617314, 0.427734, 0.415405, -0.674561, 39.978027, 78.674316, 25.390633
617334, 0.562134, 0.424438, -0.710083, 28.259285, 80.932617, 13.610844
617354, 0.646973, 0.401123, -0.683350, 18.798828, 60.852066, 2.014160
617374, 0.633057, 0.414795, -0.675537, 5.187988, 41.870117, -5.065918
617394, 0.616943, 0.479248, -0.653198, -15.625004, 36.987305, -0.915528
617414, 0.646729, 0.486816, -0.661865, -1.342773, 35.095215, 1.098633
617434, 0.610352, 0.450317, -0.661621, -3.417970, 28.198250, -1.770020
617454, 0.558350, 0.418579, -0.669434, -8.789063, 24.353035, -6.164553
617474, 0.518799, 0.464722, -0.651489, -13.244633, 28.747566, -9.338379
617494, 0.569458, 0.660767, -0.682129, 2.990724, 40.283203, 4.150391
617514, 0.718872, 0.552734, -0.719360, 0.671387, 39.123535, 3.479005
617534, 0.612061, 0.523926, -0.652710, -6.103518, 15.808109, 2.441406
617554, 0.625122, 0.491943, -0.588013, -5.554201, 10.681152, 3.479005
