timestamp,ax,ay,az,gx,gy,gz
503141, 0.016968, 1.024048, 0.107300, 16.052246, -0.305176, -0.671387
503161, -0.021362, 1.032837, 0.143433, 24.414070, 3.173829, 8.178711
503181, -0.035400, 1.037109, 0.069824, 31.127937, 8.911133, 17.578125
503201, 0.174805, 1.085571, 0.122925, 41.015625, 12.084965, 21.423340
503221, 0.063354, 1.146362, 0.145874, 67.443848, -8.483887, 25.207527
503241, 0.504517, 0.835205, -0.213745, 60.607925, 1.403809, 15.808109
503261, 0.404053, 0.853516, -0.171143, 31.127937, -23.193367, -19.714355
503281, -0.167114, 0.792236, -0.368164, 17.639160, -14.526371, -20.324707
503301, -0.180420, 0.720825, -0.441406, -16.113281, -2.624512, 6.042482
503321, -0.088989, 0.828613, -0.250977, -37.475586, 4.455566, 26.000984
503341, 0.269165, 1.274536, 0.004150, -48.217789, 6.835939, 23.071297
503361, 0.418945, 1.036621, 0.173096, -26.367195, 0.793457, 7.934572
503381, 0.260010, 1.048950, 0.060791, -19.165039, -17.639160, -8.605957
503401, 0.120117, 1.023682, 0.035156, -13.732914, -13.488773, -11.962894
503421, 0.086426, 1.022339, 0.072021, -3.540040, -11.779789, -7.202150
503441, 0.075195, 1.013428, 0.034302, 2.746582, -8.544922, -3.784181
503461, 0.067139, 0.988159, -0.059937, 2.014160, -3.417970, 0.061035
503481, 0.135132, 0.985107, -0.064331, -2.075195, 0.122070, 1.892090
503501, 0.172363, 0.998047, -0.004272, -3.540040, -0.244141, -1.892090
503521, 0.091064, 1.004517, 0.008667, -1.647950, -0.732422, -2.075195
503541, 0.095215, 0.997803, -0.008301, -1.037598, -0.915528, 1.159668
503561, 0.145020, 0.995483, -0.014038, -1.098633, -1.953125, 1.708985
503581, 0.163208, 0.999390, 0.001953, -0.854492, -1.647950, -0.671387
503601, 0.143433, 1.001831, 0.004883, 1.159668, -1.892090, -3.784181
503621, 0.066895, 1.005249, 0.004028, 0.183106, -1.525879, -0.061035
503641, 0.063232, 1.005249, -0.000244, 2.136230, -2.502441, 5.859377
503661, 0.115601, 1.005981, 0.008667, 3.356935, -0.183106, 8.422852
503681, 0.168945, 0.995483, -0.015503, 4.150391, 2.258301, 5.737307
503701, 0.143433, 1.003662, -0.003906, 3.356935, 11.108402, 0.366211
503721, 0.108521, 1.022827, 0.008789, 3.845216, 4.089355, 0.915528
503741, 0.036987, 1.059692, 0.079956, 9.765625, 4.943848, 7.202150
503761, 0.135498, 1.057861, 0.009766, 17.761230, -0.366211, 13.610844
503781, 0.173462, 1.094849, 0.025391, 22.583015, -8.178711, 13.366703
503801, 0.242554, 0.930420, -0.091797, 23.681648, -9.460449, 7.141115
503821, 0.152954, 0.958008, -0.092773, 16.784668, -11.962894, 8.605957
503841, 0.111084, 1.037720, -0.032349, 17.822266, -11.718754, 15.197758
503861, 0.032837, 1.071411, -0.051025, 23.681648, -12.573246, 24.536140
503881, 0.051514, 0.981567, -0.137085, 25.024422, -0.061035, 28.564461
503901, 0.125000, 0.883545, -0.226074, 17.395020, 8.178711, 22.460945
503921, 0.201294, 0.837036, -0.243164, 2.014160, 14.099125, 10.498047
503941, 0.198608, 0.908936, -0.109009, -6.591799, 11.962894, 6.835939
503961, 0.215698, 1.011108, 0.022827, -5.065918, 12.634281, 13.793949
503981, 0.317261, 1.050293, 0.087280, 6.042482, 13.732914, 18.127441
504001, 0.482910, 0.927612, -0.053833, 9.704590, 0.122070, 1.831055
504021, 0.290161, 0.849365, -0.156616, 5.187988, -7.324221, -16.357422
504041, 0.139404, 0.869141, -0.192261, -1.525879, -2.990724, -24.536140
