timestamp,ax,ay,az,gx,gy,gz
1341483, 0.830566, 0.950195, -0.652466, 20.568848, -23.376472, -5.615236
1341503, 0.740723, 1.075562, -0.443481, 88.501007, -20.263672, 48.706070
1341523, 0.930908, 0.524780, -0.592773, 96.008331, -62.316910, 57.739273
1341543, 0.564087, 0.218018, -0.541748, 31.555183, -101.379425, 45.349136
1341563, 0.643433, 0.313965, -0.580200, 9.460449, -97.229034, 39.001465
1341583, 0.681030, 0.429688, -0.615479, 13.549809, -91.857941, 28.564461
1341603, 0.565674, 0.447388, -0.689087, 24.536140, -89.782745, 20.690918
1341623, 0.468628, 0.418579, -0.765259, 31.311043, -76.232910, 18.676758
1341643, 0.422974, 0.340210, -0.833862, 32.836914, -72.387695, 23.315437
1341663, 0.395142, 0.222412, -0.872314, 21.911621, -74.829102, 25.756844
1341683, 0.331665, 0.245850, -0.826294, 18.432617, -61.340347, 23.986824
1341703, 0.345215, 0.224121, -0.861816, 21.728516, -48.156754, 22.644051
1341723, 0.299927, 0.164551, -0.890869, 11.840824, -27.709969, 13.122562
1341743, 0.283813, 0.214966, -0.859253, 10.437012, -14.404301, 8.789063
1341763, 0.372803, 0.217163, -0.889160, 12.207035, -1.037598, 1.037598
1341783, 0.430420, 0.148315, -0.860840, 9.887695, -2.380371, -15.197758
1341803, 0.394287, 0.114624, -0.818481, 3.967286, -2.746582, -30.883797
1341823, 0.344727, 0.135132, -0.804443, -2.502441, 7.873537, -41.259766
1341843, 0.328125, 0.218872, -0.840454, -7.263186, 22.888191, -43.273926
1341863, 0.356812, 0.367554, -0.900757, -8.911133, 40.710449, -30.029305
1341883, 0.451538, 0.447388, -0.908081, -5.676271, 56.213394, -12.756351
1341903, 0.538330, 0.424194, -0.835693, -0.732422, 49.560562, -7.873537
1341923, 0.544434, 0.321411, -0.758789, 1.892090, 32.287598, -13.244633
1341943, 0.497314, 0.302246, -0.767090, -2.685547, 33.508301, -11.352543
1341963, 0.548706, 0.327881, -0.740845, -5.615236, 43.212891, -5.310059
1341983, 0.632080, 0.364380, -0.721802, -3.417970, 43.518066, -3.112794
1342003, 0.644531, 0.351929, -0.712891, -1.037598, 36.071777, -2.319336
1342023, 0.654419, 0.344727, -0.735718, -0.732422, 29.113777, -0.427246
1342043, 0.657104, 0.350708, -0.745239, -1.770020, 17.028809, 0.854492
1342063, 0.620972, 0.351318, -0.739014, -0.366211, 11.840824, -0.061035
1342083, 0.607178, 0.341431, -0.740234, 1.159668, 9.521484, -3.601075
1342103, 0.589600, 0.334595, -0.751221, -0.549316, 8.239746, -9.094238
1342123, 0.573730, 0.328735, -0.756348, -2.380371, 8.605957, -11.108402
1342143, 0.578613, 0.313232, -0.748535, -4.821777, 5.310059, -15.441898
1342163, 0.555420, 0.329468, -0.749878, -7.568361, 4.821777, -17.211914
